Game	GameID	Players	Rounds	Turns	Ticks	P0_Score	P0_Ordinal	P0_Type	P1_Score	P1_Ordinal	P1_Type	P2_Score	P2_Ordinal	P2_Type	P3_Score	P3_Ordinal	P3_Type	P4_Score	P4_Ordinal	P4_Type	P5_Score	P5_Ordinal	P5_Type	P6_Score	P6_Ordinal	P6_Type	P7_Score	P7_Ordinal	P7_Type	P8_Score	P8_Ordinal	P8_Type
Connect4	56	2	8	0	17	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	57	2	7	0	15	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	58	2	8	0	17	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	59	2	7	0	15	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	60	2	8	1	18	-1.00	2	OSLA	1.00	1	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	61	2	6	1	14	-1.00	2	OSLA	1.00	1	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	2	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	3	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	4	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	5	2	7	0	15	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	6	2	4	0	9	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	7	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	8	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	9	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	10	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	11	2	5	0	11	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	12	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	13	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	14	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	15	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	16	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	17	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	18	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	19	2	4	0	9	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	20	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	21	2	5	0	11	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	22	2	6	1	14	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	23	2	4	1	10	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	24	2	4	1	10	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	25	2	3	1	8	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	26	2	3	1	8	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	27	2	4	1	10	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	28	2	4	1	10	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	29	2	5	1	12	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	30	2	4	1	10	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	31	2	7	1	16	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	32	2	3	1	8	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	33	2	9	1	20	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	34	2	3	0	7	1.00	1	Random	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	35	2	5	1	12	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	36	2	9	0	19	1.00	1	Random	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	37	2	11	0	23	1.00	1	Random	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	38	2	6	1	14	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	39	2	6	1	14	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	40	2	4	1	10	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	41	2	14	0	29	1.00	1	Random	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	42	2	4	1	10	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	43	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	44	2	9	1	20	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	45	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	46	2	5	1	12	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	47	2	9	1	20	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	48	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	49	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	50	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	51	2	4	1	10	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	52	2	12	0	25	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	53	2	7	0	15	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	54	2	6	0	13	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	55	2	5	0	11	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	56	2	4	0	9	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	57	2	5	0	11	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	58	2	15	0	31	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	59	2	5	0	11	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	60	2	10	0	21	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	61	2	10	0	21	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	2	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	3	2	4	0	9	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	4	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	5	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	6	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	7	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	8	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	9	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	10	2	5	0	11	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	11	2	8	0	17	1.00	1	MCTSPlayer	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	12	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	13	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	14	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	15	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	16	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	17	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	18	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	19	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	20	2	4	0	9	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	21	2	3	0	7	1.00	1	MCTSPlayer	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	22	2	3	1	8	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	23	2	4	1	10	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	24	2	5	1	12	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	25	2	3	1	8	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	26	2	3	1	8	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	27	2	8	1	18	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	28	2	5	1	12	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	29	2	3	1	8	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	30	2	4	1	10	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	31	2	3	1	8	-1.00	2	Random	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	32	2	12	1	26	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	33	2	16	1	34	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	34	2	6	0	13	1.00	1	Random	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	35	2	8	1	18	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	36	2	15	0	31	1.00	1	Random	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	37	2	7	1	16	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	38	2	12	0	25	1.00	1	Random	-1.00	2	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	39	2	8	1	18	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	40	2	7	1	16	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	41	2	7	1	16	-1.00	2	Random	1.00	1	OSLA	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	42	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	43	2	7	1	16	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	44	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	45	2	5	1	12	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	46	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	47	2	3	1	8	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	48	2	5	1	12	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	49	2	5	1	12	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	50	2	6	1	14	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	51	2	5	1	12	-1.00	2	OSLA	1.00	1	MCTSPlayer	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	52	2	4	0	9	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	53	2	9	0	19	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	54	2	7	1	16	-1.00	2	OSLA	1.00	1	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	55	2	3	0	7	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	56	2	10	0	21	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	57	2	3	0	7	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	58	2	14	0	29	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	59	2	10	0	21	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	60	2	5	0	11	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
Connect4	61	2	5	0	11	1.00	1	OSLA	-1.00	2	Random	0	0		0	0		0	0		0	0		0	0		0	0		0	0	
